EngagementID,ContentID,ContentType,Likes,Views,Clicks,CampaignID,ProductID,EngagementDate
1148,8,VIDEO,47,872,148,2,9,15.08.23
1149,22,VIDEO,9,2315,194,17,5,22.02.25
1150,13,BLOG,34,1973,440,8,18,25.07.24
1151,44,VIDEO,150,4006,586,13,18,09.03.24
1152,17,VIDEO,0,725,22,5,1,15.08.25
1153,19,VIDEO,0,194,10,17,4,18.08.25
1154,16,SOCIALMEDIA,63,4413,420,15,18,07.04.24
1155,40,VIDEO,26,1170,166,4,13,19.11.24
1156,26,BLOG,129,4591,872,5,4,04.08.24
1157,2,BLOG,8,1508,104,6,4,11.06.25
1158,33,SOCIALMEDIA,134,3508,610,6,20,03.06.23
1159,15,SOCIALMEDIA,38,1708,282,12,13,23.02.23
1160,38,SOCIALMEDIA,38,2315,238,12,5,18.11.24
1161,44,SOCIALMEDIA,4,564,55,6,2,04.03.25
1162,40,SOCIALMEDIA,661,7705,1923,3,5,07.04.23
1163,27,BLOG,46,969,141,15,14,28.09.23
1164,15,NEWSLETTER,248,4842,988,15,15,25.12.23
1165,27,NEWSLETTER,0,508,10,6,6,24.11.25
1166,6,VIDEO,0,512,18,3,11,15.10.25
1167,5,BLOG,14,1793,91,3,18,12.07.24
1168,2,VIDEO,70,2452,459,3,6,18.05.24
1169,41,VIDEO,0,128,1,18,1,19.11.25
1170,24,BLOG,2,808,73,6,20,07.02.25
1171,10,VIDEO,9,1625,120,8,9,13.06.25
1172,23,VIDEO,15,885,163,3,19,27.08.24
1173,13,BLOG,80,4615,930,18,14,10.05.24
1174,11,SOCIALMEDIA,480,5312,1684,3,5,20.02.23
1175,20,SOCIALMEDIA,155,3331,756,10,14,20.05.24
1176,47,BLOG,0,27,0,17,14,09.11.25
1177,5,SOCIALMEDIA,0,687,13,17,2,24.10.25
1178,39,SOCIALMEDIA,1,567,21,1,12,23.07.25
1179,38,NEWSLETTER,0,366,6,11,10,26.12.25
1180,45,VIDEO,88,1152,307,1,19,11.04.24
1181,13,BLOG,19,1677,202,7,12,01.11.24
1182,32,BLOG,266,5537,1868,20,15,01.12.23
1183,48,VIDEO,0,540,23,6,13,23.12.25
1184,6,VIDEO,34,2425,368,14,9,31.12.24
1185,25,NEWSLETTER,73,4036,579,10,15,03.03.23
1186,28,NEWSLETTER,0,897,17,7,6,04.12.25
1187,50,NEWSLETTER,21,880,74,10,18,13.08.23
1188,20,NEWSLETTER,85,2044,457,14,7,12.06.24
1189,32,BLOG,198,9570,1373,4,15,02.02.23
1190,30,BLOG,0,24,1,13,12,14.06.25
1191,33,VIDEO,1395,8295,3174,4,18,09.01.23
1192,13,VIDEO,0,22,0,2,15,03.11.25
1193,28,SOCIALMEDIA,172,3593,862,11,18,08.09.23
1194,17,SOCIALMEDIA,3,672,30,12,13,09.04.25
1195,29,VIDEO,135,4527,787,20,7,14.09.23
1196,3,BLOG,0,243,14,4,2,24.08.25
1197,25,VIDEO,1240,8445,2783,5,9,20.02.23
1198,12,NEWSLETTER,65,3798,336,7,20,13.07.24
1199,34,NEWSLETTER,0,742,18,13,15,29.12.25
1200,36,VIDEO,2,504,45,19,15,10.04.25
1201,40,SOCIALMEDIA,155,4710,668,20,1,13.04.23
1202,34,VIDEO,116,3421,406,18,6,04.01.24
1203,28,BLOG,0,562,15,8,10,04.10.25
1204,11,VIDEO,0,926,32,1,8,16.09.25
1205,49,SOCIALMEDIA,0,361,11,17,8,18.10.25
1206,26,SOCIALMEDIA,8,233,59,5,20,25.12.23
1207,16,SOCIALMEDIA,6,2388,217,2,19,13.02.25
1208,29,SOCIALMEDIA,15,689,80,15,20,02.05.24
1209,22,VIDEO,92,2015,364,11,9,03.11.23
1210,4,VIDEO,0,247,10,3,8,07.08.25
1211,4,SOCIALMEDIA,177,3932,525,9,20,20.09.23
1212,19,BLOG,4,84,14,10,16,07.12.23
1213,46,NEWSLETTER,11,381,69,16,19,02.04.24
1214,5,VIDEO,106,4875,1239,13,8,11.11.23
1215,16,VIDEO,32,787,148,14,18,03.04.24
1216,22,NEWSLETTER,20,1742,170,14,7,21.01.24
1217,39,NEWSLETTER,61,1420,324,3,16,11.07.24
1218,21,VIDEO,779,4840,1780,11,6,26.04.23
1219,11,VIDEO,0,269,6,17,8,25.10.25
1220,38,VIDEO,42,3170,478,2,2,04.12.24
1221,30,SOCIALMEDIA,76,3298,524,14,4,11.08.24
1222,16,NEWSLETTER,61,3428,588,5,4,11.12.24
1223,2,NEWSLETTER,8,539,38,16,5,30.06.24
1224,24,VIDEO,166,7066,1061,1,1,23.07.23
1225,48,BLOG,205,2307,720,2,17,04.05.23
1226,50,VIDEO,0,185,6,15,13,04.10.25
1227,39,NEWSLETTER,1,447,37,16,16,04.01.25
1228,19,BLOG,213,6768,846,4,11,31.08.23
1229,24,SOCIALMEDIA,261,4156,951,7,2,05.08.23
1230,38,BLOG,90,6509,721,7,1,21.06.23
1231,48,BLOG,0,122,5,11,1,12.09.25
1232,3,SOCIALMEDIA,74,3594,398,9,15,11.11.23
1233,42,SOCIALMEDIA,11,2810,167,6,7,28.01.25
1234,45,BLOG,0,645,8,20,11,22.09.25
1235,25,SOCIALMEDIA,218,3374,1521,20,1,13.04.23
1236,39,VIDEO,99,3785,714,15,8,19.09.23
1237,32,BLOG,3,306,28,2,7,04.03.25
1238,6,SOCIALMEDIA,187,6483,668,11,19,13.11.23
1239,46,NEWSLETTER,1220,7400,3016,16,3,10.03.23
1240,36,SOCIALMEDIA,1,669,32,17,8,05.10.25
1241,26,BLOG,71,2646,851,12,2,01.10.23
1242,12,BLOG,2,538,31,9,8,10.06.25
1243,10,SOCIALMEDIA,137,6361,951,8,10,29.10.23
1244,43,BLOG,39,4120,758,6,15,14.09.24
1245,17,SOCIALMEDIA,48,4064,367,20,10,31.07.24
1246,27,VIDEO,0,406,8,8,2,29.11.25
1247,41,SOCIALMEDIA,2,75,20,15,5,19.12.23
1248,36,NEWSLETTER,511,5340,1990,12,9,14.08.23
1249,22,NEWSLETTER,247,4797,1033,15,18,22.10.23
1250,6,SOCIALMEDIA,396,4216,1453,1,7,08.09.23
1251,27,BLOG,102,4060,476,20,17,14.03.23
1252,3,SOCIALMEDIA,0,327,15,18,12,17.11.25
1253,20,VIDEO,7,1594,96,15,2,12.06.25
1254,21,BLOG,22,3450,411,14,11,20.09.24
1255,48,BLOG,192,5004,1271,19,4,29.12.23
1256,46,BLOG,44,781,173,3,1,20.11.23
1257,47,NEWSLETTER,24,3289,162,10,10,22.12.24
1258,10,VIDEO,63,3432,488,12,14,05.09.24
1259,16,BLOG,3,1129,59,15,8,24.02.25
1260,2,SOCIALMEDIA,5,376,38,3,1,16.08.24
1261,39,BLOG,1314,7167,3327,16,19,09.02.23
1262,3,VIDEO,108,1196,292,18,5,18.07.23
1263,32,VIDEO,19,2343,277,12,5,05.07.24
1264,43,SOCIALMEDIA,156,7538,1603,9,7,14.08.23
1265,40,BLOG,133,4315,516,12,15,15.01.23
1266,15,BLOG,230,2739,969,14,18,29.08.23
1267,49,VIDEO,101,1229,385,17,16,21.05.23
1268,40,VIDEO,41,3428,262,20,14,10.10.24
1269,4,SOCIALMEDIA,19,2121,223,7,6,02.02.25
1270,38,VIDEO,136,3521,588,13,1,20.07.24
1271,38,NEWSLETTER,0,304,14,12,14,27.06.25
1272,26,SOCIALMEDIA,329,6346,1640,15,10,03.11.23
1273,49,NEWSLETTER,10,1231,99,15,13,08.12.24
1274,36,SOCIALMEDIA,2,785,42,5,19,21.03.25
1275,36,VIDEO,24,596,100,13,3,23.08.23
1276,29,NEWSLETTER,0,243,11,11,5,30.11.25
1277,13,BLOG,2,2031,113,12,16,09.05.25
1278,33,NEWSLETTER,18,1802,236,16,14,12.01.24
1279,48,NEWSLETTER,137,2838,553,12,8,30.03.24
1280,20,VIDEO,145,777,359,19,17,17.03.23
1281,16,NEWSLETTER,8,355,28,10,11,17.12.23
1282,44,VIDEO,0,261,10,11,2,06.12.25
1283,19,BLOG,33,2098,269,4,5,07.01.25
1284,45,VIDEO,310,6107,1918,14,1,01.02.24
1285,5,NEWSLETTER,1,573,16,8,18,25.05.25
1286,41,NEWSLETTER,0,793,15,3,19,06.08.25
1287,46,BLOG,711,7697,2001,11,11,08.06.23
1288,36,BLOG,0,750,16,9,18,06.08.25
1289,49,NEWSLETTER,102,6432,585,4,9,08.12.23
1290,27,SOCIALMEDIA,9,2102,264,6,8,15.03.25
1291,4,VIDEO,146,6240,1012,13,20,07.02.23
1292,1,VIDEO,95,5100,528,1,7,30.04.24
1293,39,VIDEO,0,415,10,20,4,17.06.25
1294,15,NEWSLETTER,62,4464,1044,13,10,25.06.24
1295,45,NEWSLETTER,158,6036,618,3,15,03.02.24
1296,28,BLOG,17,1359,102,8,15,17.12.24
1297,9,NEWSLETTER,0,836,20,12,20,13.12.25
1298,38,VIDEO,49,3367,280,1,7,08.02.24
1299,2,BLOG,39,2916,580,16,8,20.02.24
1300,12,NEWSLETTER,84,888,230,10,10,15.03.23
1301,47,SOCIALMEDIA,65,3555,444,17,8,30.01.24
1302,31,VIDEO,0,324,16,14,5,20.08.25
1303,3,NEWSLETTER,90,5143,603,14,6,12.06.24
1304,47,SOCIALMEDIA,192,6299,1763,19,2,10.10.23
1305,13,VIDEO,22,1000,119,20,11,10.04.23
1306,18,SOCIALMEDIA,6,1500,109,20,5,16.02.25
1307,28,NEWSLETTER,25,570,160,17,20,02.02.24
1308,26,NEWSLETTER,33,2880,519,20,8,09.08.24
1309,5,SOCIALMEDIA,0,29,1,4,13,30.08.25
1310,39,SOCIALMEDIA,19,1071,108,12,17,01.08.24
1311,2,BLOG,1,96,26,3,12,21.12.23
1312,1,BLOG,18,988,104,17,3,16.09.24
1313,18,BLOG,8,297,56,4,18,02.09.24
1314,48,SOCIALMEDIA,0,803,12,12,20,26.12.25
1315,15,VIDEO,0,84,4,17,13,09.12.25
1316,12,VIDEO,360,6122,1217,9,1,08.05.23
1317,25,SOCIALMEDIA,44,701,203,19,5,28.03.24
1318,1,BLOG,263,6963,1336,5,7,23.06.23
1319,12,NEWSLETTER,15,3459,341,14,13,30.11.24
1320,46,VIDEO,10,618,144,1,8,20.06.24
1321,16,BLOG,251,5522,758,1,11,10.01.23
1322,39,BLOG,59,3479,579,6,1,07.09.23
1323,50,SOCIALMEDIA,7,701,115,12,11,15.09.24
1324,49,VIDEO,370,3407,1027,18,18,01.04.23
1325,25,SOCIALMEDIA,0,154,7,7,4,23.12.25
1326,44,BLOG,289,7168,1026,11,8,22.02.23
1327,44,SOCIALMEDIA,1,1010,43,6,6,10.06.25
1328,34,SOCIALMEDIA,1,1200,60,12,13,31.07.25
1329,23,VIDEO,114,3112,763,16,1,24.04.24
1330,17,BLOG,1,1041,48,10,15,23.08.25
1331,28,VIDEO,14,585,151,16,6,19.05.24
1332,43,NEWSLETTER,93,5626,431,14,20,19.04.24
1333,37,VIDEO,50,2917,339,15,6,11.01.25
1334,14,NEWSLETTER,0,353,15,20,17,06.11.25
1335,46,BLOG,34,2370,257,4,5,10.03.25
1336,31,BLOG,162,5023,788,2,15,05.05.24
1337,35,BLOG,36,2519,171,9,14,20.07.24
1338,35,NEWSLETTER,36,2763,254,15,7,27.01.25
1339,21,SOCIALMEDIA,255,2488,767,9,18,12.11.23
1340,5,SOCIALMEDIA,17,2657,112,2,16,14.12.24
1341,45,NEWSLETTER,291,8212,1563,17,4,22.06.23
1342,8,SOCIALMEDIA,0,642,7,15,12,08.10.25
1343,24,BLOG,105,3326,453,19,10,27.06.24
1344,15,SOCIALMEDIA,216,7037,2173,8,6,08.09.23
1345,12,BLOG,7,1432,119,6,5,08.06.25
1346,3,NEWSLETTER,3,1263,74,3,15,29.06.25
1347,19,VIDEO,5,1037,133,11,4,28.01.25
1348,29,SOCIALMEDIA,267,3893,1415,10,19,06.04.23
1349,5,SOCIALMEDIA,8,530,78,16,9,18.11.24
1350,33,BLOG,0,899,13,3,3,30.08.25
1351,29,VIDEO,176,6783,506,7,20,11.11.23
1352,38,NEWSLETTER,8,554,72,5,7,29.01.25
1353,18,VIDEO,24,3083,224,4,11,14.12.24
1354,43,SOCIALMEDIA,265,4002,939,9,13,08.04.23
1355,15,BLOG,90,4537,495,20,11,07.05.24
1356,46,VIDEO,1,298,13,1,18,13.03.25
1357,10,SOCIALMEDIA,0,561,17,19,17,05.10.25
1358,7,VIDEO,1,912,35,9,7,22.08.25
1359,12,VIDEO,216,8618,865,20,9,20.04.23
1360,22,BLOG,170,5746,1768,4,19,27.01.24
1361,13,VIDEO,20,3485,314,1,7,11.07.24
1362,20,BLOG,77,3658,574,19,9,25.12.23
1363,22,NEWSLETTER,61,2113,445,13,9,22.05.24
1364,8,VIDEO,401,3483,1576,6,15,16.02.23
1365,31,NEWSLETTER,0,510,7,6,15,29.09.25
1366,9,NEWSLETTER,83,4019,394,19,11,13.11.23
1367,34,BLOG,1,159,13,1,11,04.08.24
1368,16,NEWSLETTER,12,2901,222,14,20,24.01.25
1369,45,SOCIALMEDIA,73,2203,512,14,16,20.06.24
1370,27,VIDEO,153,3746,409,16,14,12.08.23
1371,36,NEWSLETTER,0,413,11,12,1,17.10.25
1372,13,BLOG,143,6419,636,17,4,06.03.23
1373,32,SOCIALMEDIA,8,211,64,20,3,22.02.23
1374,22,SOCIALMEDIA,0,725,28,18,6,27.08.25
1375,28,SOCIALMEDIA,9,1644,99,7,17,10.03.25
1376,38,NEWSLETTER,96,4573,622,16,18,26.02.24
1377,38,SOCIALMEDIA,0,69,1,2,16,18.09.25
1378,10,NEWSLETTER,3,615,73,19,8,18.11.24
1379,45,NEWSLETTER,23,2101,234,7,10,21.08.24
1380,5,SOCIALMEDIA,35,1550,278,15,3,20.02.24
1381,11,BLOG,85,3184,602,16,10,19.08.24
1382,50,NEWSLETTER,0,545,14,13,18,10.09.25
1383,25,NEWSLETTER,5,2047,192,16,18,12.04.25
1384,10,NEWSLETTER,197,8551,1148,19,18,28.04.23
1385,27,VIDEO,2,691,27,1,15,27.05.25
1386,24,VIDEO,0,731,12,15,13,31.12.25
1387,10,SOCIALMEDIA,8,2099,94,9,18,18.10.24
1388,38,NEWSLETTER,112,3864,761,9,8,29.01.24
1389,31,SOCIALMEDIA,99,6109,1102,16,6,21.02.24
1390,10,VIDEO,0,64,1,12,18,04.12.25
1391,18,BLOG,71,3047,492,14,1,12.09.24
1392,28,BLOG,29,1832,300,3,16,02.12.24
1393,28,SOCIALMEDIA,10,3004,146,20,13,18.01.25
1394,15,BLOG,3,238,25,5,1,06.02.24
1395,9,NEWSLETTER,13,615,88,15,20,10.01.25
1396,6,VIDEO,81,1341,245,4,12,11.09.23
1397,9,SOCIALMEDIA,13,1547,156,1,17,27.03.25
1398,11,SOCIALMEDIA,0,409,15,12,3,26.08.25
1399,45,NEWSLETTER,362,6377,1878,7,18,15.05.23
1400,20,VIDEO,102,2175,401,11,6,22.05.23
1401,9,VIDEO,2,689,37,3,13,04.06.25
1402,1,SOCIALMEDIA,113,4459,389,20,8,17.09.23
1403,29,NEWSLETTER,44,2365,458,3,10,25.10.24
1404,28,BLOG,7,1403,91,19,20,03.01.25
1405,12,VIDEO,76,2658,555,14,10,01.03.24
1406,5,SOCIALMEDIA,0,269,4,19,9,04.11.25
1407,17,VIDEO,4,1008,58,13,3,05.06.25
1408,50,VIDEO,27,999,144,15,16,20.07.24
1409,35,SOCIALMEDIA,160,4142,965,9,12,11.01.24
1410,48,SOCIALMEDIA,6,902,73,14,9,13.06.25
1411,20,SOCIALMEDIA,454,8348,1133,4,15,11.01.23
1412,23,VIDEO,0,824,10,11,4,24.12.25
1413,46,SOCIALMEDIA,74,3591,465,3,19,29.03.24
1414,27,VIDEO,238,5570,1488,6,17,23.06.23
1415,46,NEWSLETTER,37,1710,315,10,6,30.08.24
1416,20,NEWSLETTER,0,433,4,16,12,29.12.25
1417,30,VIDEO,467,4952,1314,11,8,05.07.23
1418,26,VIDEO,19,1424,302,17,1,27.06.24
1419,45,NEWSLETTER,104,3026,532,16,19,19.04.24
1420,24,BLOG,10,1660,247,9,13,27.01.25
1421,29,VIDEO,1032,8472,3036,13,11,08.04.23
1422,4,VIDEO,1977,9399,4238,2,1,01.02.23
1423,20,BLOG,0,899,22,18,4,21.08.25
1424,14,SOCIALMEDIA,48,1868,239,17,6,14.09.24
1425,21,VIDEO,5,2016,117,10,2,27.01.25
1426,32,BLOG,16,2280,232,1,17,22.01.25
1427,2,NEWSLETTER,125,4319,1168,19,18,02.09.23
1428,43,VIDEO,506,5778,1846,8,17,13.03.23
1429,4,SOCIALMEDIA,83,4108,462,9,1,01.09.24
1430,33,VIDEO,19,1649,131,4,13,07.12.24
1431,20,VIDEO,24,2089,286,2,16,27.12.24
1432,8,BLOG,5,734,71,2,4,11.12.24
1433,24,SOCIALMEDIA,200,3663,1371,14,19,27.07.23
1434,20,NEWSLETTER,4,808,93,19,16,02.11.24
1435,43,BLOG,40,5138,285,5,19,09.06.24
1436,13,SOCIALMEDIA,318,3507,1283,11,20,02.08.23
1437,20,VIDEO,16,947,205,16,14,07.09.23
1438,40,VIDEO,262,4649,1173,16,11,23.01.24
1439,39,VIDEO,1,1040,19,5,3,13.07.25
1440,16,SOCIALMEDIA,1,869,41,13,4,23.11.25
1441,15,SOCIALMEDIA,48,5919,550,12,10,09.01.24
1442,17,BLOG,0,1049,30,1,11,23.07.25
1443,11,NEWSLETTER,360,6111,1076,19,13,22.08.23
1444,42,NEWSLETTER,2,426,24,11,16,20.03.25
1445,18,BLOG,122,4625,412,17,12,17.12.23
1446,44,NEWSLETTER,42,4096,458,15,6,27.11.23
1447,33,NEWSLETTER,23,563,171,11,2,27.08.23
1448,10,BLOG,0,282,8,19,16,15.10.25
1449,37,SOCIALMEDIA,12,192,46,18,7,23.10.23
1450,8,SOCIALMEDIA,85,2183,319,20,9,15.05.24
1451,16,VIDEO,1052,5115,2329,14,19,16.01.23
1452,13,BLOG,1,215,16,6,7,03.02.25
1453,20,SOCIALMEDIA,3,1108,57,1,12,07.04.25
1454,5,SOCIALMEDIA,1,1261,96,6,19,15.07.25
1455,17,BLOG,429,7064,1425,14,1,07.10.23
1456,8,VIDEO,1,818,25,15,19,26.12.25
1457,35,VIDEO,283,4168,905,15,17,05.02.23
1458,8,VIDEO,0,335,9,18,5,20.07.25
1459,14,BLOG,191,3254,571,6,18,23.09.23
1460,10,SOCIALMEDIA,0,26,0,10,14,10.12.25
1461,23,BLOG,0,1104,14,15,12,23.08.25
1462,19,BLOG,32,321,97,19,3,31.10.23
1463,14,NEWSLETTER,16,1532,230,19,2,15.12.23
1464,45,NEWSLETTER,300,3926,1740,16,15,22.04.23
1465,6,VIDEO,8,551,67,1,20,19.03.25
1466,14,VIDEO,7,409,89,11,11,08.06.24
1467,49,VIDEO,0,375,13,1,6,06.08.25
1468,26,VIDEO,1,795,31,14,2,25.10.25
1469,34,NEWSLETTER,106,819,295,8,4,26.07.23
1470,47,SOCIALMEDIA,55,2482,188,12,5,21.01.24
1471,10,VIDEO,499,8486,2343,5,16,09.04.23
1472,46,SOCIALMEDIA,608,5369,2089,3,12,15.01.23
1473,49,SOCIALMEDIA,243,5260,914,10,5,31.01.23
1474,39,SOCIALMEDIA,371,3869,1072,16,14,09.09.23
1475,27,VIDEO,628,5173,2073,7,7,27.03.23
1476,13,VIDEO,583,5869,1582,17,12,24.01.23
1477,11,BLOG,2,985,45,12,11,16.08.25
1478,33,BLOG,161,1702,693,2,8,23.04.23
1479,35,VIDEO,13,847,64,14,6,12.05.24
1480,7,BLOG,11,1262,80,17,14,14.12.24
1481,18,NEWSLETTER,1,284,14,4,7,17.07.24
1482,18,NEWSLETTER,61,764,168,20,6,04.07.23
1483,28,VIDEO,179,3039,653,6,7,12.11.23
1484,44,BLOG,2,448,51,20,17,17.09.24
1485,25,VIDEO,3,1155,68,7,3,11.04.25
1486,20,NEWSLETTER,5,973,94,9,15,08.03.25
1487,16,BLOG,145,3941,575,1,4,31.05.24
1488,13,BLOG,25,2854,316,4,7,26.01.25
1489,41,VIDEO,31,1330,195,12,5,05.12.24
1490,2,SOCIALMEDIA,7,521,40,7,2,04.09.24
1491,17,SOCIALMEDIA,103,2088,475,10,3,08.09.23
1492,18,NEWSLETTER,51,3409,543,3,1,13.11.23
1493,46,BLOG,2,666,66,9,6,08.05.25
1494,18,BLOG,17,2213,273,18,6,20.03.24
1495,5,SOCIALMEDIA,0,898,13,19,1,28.07.25
1496,10,VIDEO,7,2100,78,4,3,26.03.25
1497,9,NEWSLETTER,0,452,21,1,8,21.11.25
1498,1,BLOG,0,851,20,4,11,23.11.25
1499,24,SOCIALMEDIA,162,4293,918,15,6,11.04.24
1500,27,BLOG,346,6044,1774,12,8,15.07.23
1501,13,NEWSLETTER,4,1731,103,17,10,06.03.25
1502,30,VIDEO,508,6332,2283,5,12,26.09.23
1503,23,NEWSLETTER,0,670,27,14,2,10.06.25
1504,15,VIDEO,73,3222,503,2,18,09.06.24
1505,41,VIDEO,16,1046,97,4,9,15.12.24
1506,39,SOCIALMEDIA,261,2117,857,7,5,21.07.23
1507,36,BLOG,26,1150,205,1,11,01.11.24
1508,12,NEWSLETTER,0,314,18,20,6,22.06.25
1509,14,NEWSLETTER,0,732,14,15,3,14.09.25
1510,7,VIDEO,2,2438,84,19,8,08.02.25
1511,44,BLOG,9,2009,125,20,14,19.04.25
1512,1,VIDEO,11,2460,173,6,1,06.12.24
1513,22,SOCIALMEDIA,60,2964,289,1,7,08.01.24
1514,38,BLOG,230,4938,1467,15,15,22.02.23
1515,22,SOCIALMEDIA,1221,8826,3729,4,5,12.04.23
1516,50,BLOG,2,1001,76,20,7,26.06.25
1517,35,NEWSLETTER,20,1287,102,19,16,11.09.24
1518,46,NEWSLETTER,0,416,10,10,9,06.10.25
1519,9,NEWSLETTER,354,2930,975,6,1,21.10.23
1520,26,BLOG,1,1905,53,15,6,12.03.25
1521,48,NEWSLETTER,119,2964,913,11,17,12.02.24
1522,45,NEWSLETTER,644,5739,1980,18,9,17.10.23
1523,32,NEWSLETTER,226,6263,1098,6,12,31.12.23
1524,36,SOCIALMEDIA,430,5734,1326,18,20,13.02.23
1525,50,NEWSLETTER,42,1323,335,20,9,03.04.24
1526,4,NEWSLETTER,42,2063,308,10,4,28.12.24
1527,46,SOCIALMEDIA,219,3675,1326,7,5,25.06.23
1528,39,BLOG,302,8505,862,17,16,11.06.23
1529,15,VIDEO,652,7674,1466,11,1,27.04.23
1530,23,NEWSLETTER,1,146,14,20,15,03.03.25
1531,38,VIDEO,0,88,3,17,16,03.10.25
1532,7,BLOG,8,349,77,19,14,24.09.23
1533,44,BLOG,0,38,0,1,19,17.07.25
1534,24,SOCIALMEDIA,51,1119,272,10,9,06.07.23
1535,21,BLOG,21,980,103,16,12,28.09.24
1536,14,SOCIALMEDIA,278,7082,1186,1,5,02.07.23
1537,25,SOCIALMEDIA,7,800,74,11,18,29.05.25
1538,12,SOCIALMEDIA,12,1783,118,8,11,09.12.24
1539,16,NEWSLETTER,0,158,3,7,16,15.10.25
1540,32,NEWSLETTER,156,5156,903,14,2,05.04.24
1541,18,BLOG,240,2446,913,5,16,19.05.23
1542,28,BLOG,19,1541,175,6,1,07.03.25
1543,19,NEWSLETTER,1,384,38,5,11,19.05.25
1544,26,SOCIALMEDIA,61,2791,537,15,1,23.09.24
1545,15,BLOG,14,1533,161,1,6,17.03.25
1546,18,BLOG,0,392,14,15,12,30.09.25
1547,30,NEWSLETTER,126,6316,838,18,13,15.01.23
1548,35,VIDEO,11,1881,136,9,5,26.11.24
1549,41,BLOG,14,1741,115,7,8,07.10.24
1550,27,NEWSLETTER,14,1514,185,5,15,28.09.24
1551,9,VIDEO,2,159,44,12,11,18.02.24
1552,39,SOCIALMEDIA,0,999,18,16,17,26.12.25
1553,3,NEWSLETTER,0,574,10,7,20,20.07.25
1554,37,NEWSLETTER,20,1140,246,6,4,20.08.24
1555,30,NEWSLETTER,0,434,7,1,5,30.08.25
1556,10,SOCIALMEDIA,48,1098,188,5,8,22.01.24
1557,47,BLOG,0,986,48,11,4,30.12.25
1558,37,NEWSLETTER,0,183,3,5,8,08.08.25
1559,39,BLOG,12,396,41,8,12,08.09.23
1560,19,VIDEO,10,240,54,3,3,14.05.23
1561,2,BLOG,71,3012,309,3,15,07.06.23
1562,31,BLOG,168,2291,543,15,8,05.10.23
1563,14,SOCIALMEDIA,415,7329,1692,12,4,09.05.23
1564,25,NEWSLETTER,16,1620,119,5,14,06.05.24
1565,4,BLOG,56,2435,533,6,19,11.06.24
1566,49,VIDEO,3,550,63,19,17,26.01.25
1567,18,VIDEO,282,2313,729,14,6,19.03.23
1568,29,SOCIALMEDIA,0,559,14,8,3,03.06.25
1569,44,NEWSLETTER,0,143,7,5,3,03.08.25
1570,37,BLOG,620,6844,2088,4,6,10.11.23
1571,18,BLOG,5,645,66,4,17,27.04.25
1572,38,SOCIALMEDIA,124,1794,416,1,17,26.08.23
1573,26,SOCIALMEDIA,9,166,40,3,13,23.05.24
1574,45,NEWSLETTER,5,385,24,19,5,19.08.24
1575,22,BLOG,120,3659,650,10,4,16.07.23
1576,2,NEWSLETTER,230,2059,688,15,11,16.03.23
1577,20,SOCIALMEDIA,1,1082,23,5,18,27.07.25
1578,8,SOCIALMEDIA,77,2954,482,10,10,02.10.24
1579,47,NEWSLETTER,15,618,80,9,20,20.06.24
1580,12,SOCIALMEDIA,47,4257,284,18,4,04.06.24
1581,35,SOCIALMEDIA,0,785,17,12,11,08.11.25
1582,29,BLOG,0,672,31,16,4,29.10.25
1583,30,VIDEO,141,1564,518,3,1,28.05.23
1584,40,VIDEO,0,634,19,4,10,02.11.25
1585,26,VIDEO,19,569,149,7,1,25.09.23
1586,26,BLOG,2,81,17,15,17,25.07.23
1587,44,BLOG,16,1938,183,18,2,23.02.25
1588,40,VIDEO,315,4510,1157,2,12,03.04.24
1589,11,SOCIALMEDIA,15,445,93,19,11,04.03.24
1590,44,NEWSLETTER,0,1029,15,8,11,04.09.25
1591,29,SOCIALMEDIA,18,245,58,6,8,02.01.24
1592,15,BLOG,1155,6811,3230,6,20,16.01.23
1593,5,VIDEO,2,1861,88,12,2,28.05.25
1594,38,BLOG,30,3057,245,6,5,26.06.24
1595,20,BLOG,124,5930,564,16,20,08.08.23
1596,34,VIDEO,263,2764,1031,8,9,18.01.23
1597,13,VIDEO,112,4135,458,14,1,03.08.23
1598,14,SOCIALMEDIA,174,5780,1606,7,19,29.01.23
1599,34,SOCIALMEDIA,245,3274,908,16,20,25.09.23
1600,38,VIDEO,8,2102,166,11,4,08.02.25
1601,44,NEWSLETTER,2,1003,51,10,16,11.08.25
1602,40,NEWSLETTER,0,175,4,2,9,07.12.25
1603,40,VIDEO,36,1482,162,14,4,09.04.24
1604,31,VIDEO,24,2573,358,7,5,17.02.25
1605,34,BLOG,63,3500,341,6,17,20.09.24
1606,8,BLOG,42,2950,364,9,4,11.09.24
1607,7,NEWSLETTER,198,3582,716,20,16,08.11.23
1608,19,BLOG,97,4345,844,8,3,15.08.24
1609,39,SOCIALMEDIA,3,2108,97,4,2,08.04.25
1610,38,SOCIALMEDIA,380,2861,964,8,20,31.05.23
1611,17,SOCIALMEDIA,14,1007,115,17,1,20.02.25
1612,24,SOCIALMEDIA,68,3619,417,11,13,11.08.24
1613,24,NEWSLETTER,10,730,65,19,4,12.01.25
1614,23,NEWSLETTER,51,2410,366,7,17,20.10.24
1615,1,BLOG,0,813,11,7,16,09.12.25
1616,2,SOCIALMEDIA,136,4737,445,11,7,17.12.23
1617,1,BLOG,329,7361,1919,14,12,19.05.23
1618,40,VIDEO,0,1086,27,14,4,24.07.25
1619,33,BLOG,0,906,18,9,18,28.12.25
